😀	grinning	grinning,grinning_face
🕧	clock1230	clock1230,twelve_thirty
🕐	clock1	clock1,one_oclock
🕜	clock130	clock130,one_thirty
🕑	clock2	clock2,two_oclock
🕝	clock230	clock230,two_thirty
🕒	clock3	clock3,three_oclock
🕞	clock330	clock330,three_thirty
🕓	clock4	clock4,four_oclock
🕟	clock430	clock430,four_thirty
🕔	clock5	clock5,five_oclock
🕠	clock530	clock530,five_thirty
🕕	clock6	clock6,six_oclock
🕡	clock630	clock630,six_thirty
🕖	clock7	clock7,seven_oclock
🕢	clock730	clock730,seven_thirty
🕗	clock8	clock8,eight_oclock
🕣	clock830	clock830,eight_thirty
🕘	clock9	clock9,nine_oclock
🕤	clock930	clock930,nine_thirty
🕙	clock10	clock10,ten_oclock
🕥	clock1030	clock1030,ten_thirty
🕚	clock11	clock11,eleven_oclock
🕦	clock1130	clock1130,eleven_thirty
🌑	new_moon	new_moon
🌒	waxing_crescent_moon	waxing_crescent_moon
🌓	first_quarter_moon	first_quarter_moon
🌔	waxing_gibbous_moon	waxing_gibbous_moon
🌕	full_moon	full_moon
🌖	waning_gibbous_moon	waning_gibbous_moon
🌗	last_quarter_moon	last_quarter_moon
🌘	waning_crescent_moon	waning_crescent_moon
🌙	crescent_moon	crescent_moon
🌚	new_moon_with_face	new_moon_with_face,new_moon_face
🌛	first_quarter_moon_with_face	first_quarter_moon_with_face
🌜	last_quarter_moon_with_face	last_quarter_moon_with_face
🌡️	thermometer	thermometer
☀️	sunny	sunny,sun
🌝	full_moon_with_face	full_moon_with_face
🌞	sun_with_face	sun_with_face
🪐	ringed_planet	ringed_planet
⭐	star	star
🌟	star2	star2,glowing_star
🌠	stars	stars,shooting_star
🌌	milky_way	milky_way
☁️	cloud	cloud
⛅	partly_sunny	partly_sunny
⛈️	thunder_cloud_rain	thunder_cloud_rain,thunder_cloud_and_rain
🌤️	white_sun_small_cloud	white_sun_small_cloud,white_sun_with_small_cloud
🌥️	white_sun_cloud	white_sun_cloud,white_sun_behind_cloud
🌦️	white_sun_rain_cloud	white_sun_rain_cloud,white_sun_behind_cloud_with_rain
🌧️	cloud_rain	cloud_rain,cloud_with_rain
🌨️	cloud_snow	cloud_snow,cloud_with_snow
🌩️	cloud_lightning	cloud_lightning,cloud_with_lightning
🌪️	cloud_tornado	cloud_tornado,cloud_with_tornado,tornado
🌫️	fog	fog
🌬️	wind_blowing_face	wind_blowing_face,wind_face
🌀	cyclone	cyclone
🌈	rainbow	rainbow
🌂	closed_umbrella	closed_umbrella
☂️	umbrella2	umbrella2
☔	umbrella	umbrella
⛱️	beach_umbrella	beach_umbrella,umbrella_on_ground
⚡	zap	zap,high_voltage
❄️	snowflake	snowflake
☃️	snowman2	snowman2
⛄	snowman	snowman
☄️	comet	comet
🔥	fire	fire,flame
💧	droplet	droplet
🌊	ocean	ocean,water_wave
🎃	jack_o_lantern	jack_o_lantern
🎄	christmas_tree	christmas_tree
🎆	fireworks	fireworks
🎇	sparkler	sparkler
🧨	firecracker	firecracker
✨	sparkles	sparkles
🎈	balloon	balloon
🎉	tada	tada,party_popper
🎊	confetti_ball	confetti_ball
🎋	tanabata_tree	tanabata_tree
🎍	bamboo	bamboo
🎎	dolls	dolls
🎏	flags	flags,carp_streamer
🎐	wind_chime	wind_chime
🎑	rice_scene	rice_scene
🧧	red_envelope	red_envelope
🎀	ribbon	ribbon
🎁	gift	gift,wrapped_gift
🎗️	reminder_ribbon	reminder_ribbon
🎟️	tickets	tickets,admission_tickets
🎫	ticket	ticket
🎖️	military_medal	military_medal
🏆	trophy	trophy
🏅	medal	medal,sports_medal
🥇	first_place	first_place,first_place_medal
🥈	second_place	second_place,second_place_medal
🥉	third_place	third_place,third_place_medal
⚽	soccer	soccer,soccer_ball,actual_football
⚾	baseball	baseball
🥎	softball	softball
🏀	basketball	basketball
🏐	volleyball	volleyball
🏈	football	football
🏉	rugby_football	rugby_football
🎾	tennis	tennis
🥏	flying_disc	flying_disc
🎳	bowling	bowling
🏏	cricket_game	cricket_game,cricket_bat_ball
🏑	field_hockey	field_hockey
🏒	hockey	hockey,ice_hockey
🥍	lacrosse	lacrosse
🏓	ping_pong	ping_pong,table_tennis
🏸	badminton	badminton
🥊	boxing_glove	boxing_glove,boxing_gloves
🥋	martial_arts_uniform	martial_arts_uniform,karate_uniform
🥅	goal	goal,goal_net
⛳	golf	golf,flag_in_hole
⛸️	ice_skate	ice_skate
🎣	fishing_pole_and_fish	fishing_pole_and_fish,fishing_pole
🤿	diving_mask	diving_mask
🎽	running_shirt_with_sash	running_shirt_with_sash,running_shirt
🎿	ski	ski,skis
🛷	sled	sled
🥌	curling_stone	curling_stone
🎯	dart	dart,direct_hit
🪀	yo_yo	yo_yo
🪁	kite	kite
🔫	gun	gun,pistol
🎱	8ball	8ball
🔮	crystal_ball	crystal_ball
🪄	magic_wand	magic_wand
🎮	video_game	video_game
🕹️	joystick	joystick
🎰	slot_machine	slot_machine
🎲	game_die	game_die
🧩	jigsaw	jigsaw,puzzle_piece
🧸	teddy_bear	teddy_bear
🪅	piñata	piñata,pinata
🪩	mirror_ball	mirror_ball
🪆	nesting_dolls	nesting_dolls
♠️	spades	spades,spade_suit
♥️	hearts	hearts,heart_suit
♦️	diamonds	diamonds,diamond_suit
♣️	clubs	clubs,club_suit
♟️	chess_pawn	chess_pawn
🃏	black_joker	black_joker,joker
🀄	mahjong	mahjong
🎴	flower_playing_cards	flower_playing_cards
🎭	performing_arts	performing_arts
🖼️	frame_photo	frame_photo,frame_with_picture
🎨	art	art
🧵	thread	thread
🪡	sewing_needle	sewing_needle
🧶	yarn	yarn
🪢	knot	knot
👓	eyeglasses	eyeglasses,glasses
🕶️	dark_sunglasses	dark_sunglasses
🥽	goggles	goggles
🥼	lab_coat	lab_coat
🦺	safety_vest	safety_vest
👔	necktie	necktie
👕	shirt	shirt,t_shirt
👖	jeans	jeans
🧣	scarf	scarf
🧤	gloves	gloves
🧥	coat	coat
🧦	socks	socks
👗	dress	dress
👘	kimono	kimono
🥻	sari	sari
🩱	one_piece_swimsuit	one_piece_swimsuit
🩲	briefs	briefs
🩳	shorts	shorts
👙	bikini	bikini
👚	womans_clothes	womans_clothes
🪭	folding_hand_fan	folding_hand_fan
👛	purse	purse
👜	handbag	handbag
👝	pouch	pouch,clutch_bag
🛍️	shopping_bags	shopping_bags
🎒	school_satchel	school_satchel,backpack
🩴	thong_sandal	thong_sandal
👞	mans_shoe	mans_shoe
👟	athletic_shoe	athletic_shoe,running_shoe
🥾	hiking_boot	hiking_boot
🥿	womans_flat_shoe	womans_flat_shoe,flat_shoe
👠	high_heel	high_heel
👡	sandal	sandal,womans_sandal
🩰	ballet_shoes	ballet_shoes
👢	boot	boot,womans_boot
🪮	hair_pick	hair_pick
👑	crown	crown
👒	womans_hat	womans_hat
🎩	tophat	tophat,top_hat
🎓	mortar_board	mortar_board
🧢	billed_cap	billed_cap
🪖	military_helmet	military_helmet
⛑️	helmet_with_cross	helmet_with_cross,helmet_with_white_cross
📿	prayer_beads	prayer_beads
💄	lipstick	lipstick
💍	ring	ring
💎	gem	gem,gem_stone
🔇	mute	mute,muted_speaker
🔈	speaker	speaker
🔉	sound	sound
🔊	loud_sound	loud_sound
📢	loudspeaker	loudspeaker
📣	mega	mega,megaphone
📯	postal_horn	postal_horn
🔔	bell	bell
🔕	no_bell	no_bell
🎼	musical_score	musical_score
🎵	musical_note	musical_note
🎶	notes	notes,musical_notes
🎙️	microphone2	microphone2,studio_microphone
🎚️	level_slider	level_slider
🎛️	control_knobs	control_knobs
🎤	microphone	microphone
🎧	headphones	headphones,headphone
📻	radio	radio
🎷	saxophone	saxophone
🎺	trumpet	trumpet
🪊	trombone	trombone
🪗	accordion	accordion
🎸	guitar	guitar
🎹	musical_keyboard	musical_keyboard
🎻	violin	violin
🪕	banjo	banjo
🥁	drum	drum,drum_with_drumsticks
🪘	long_drum	long_drum
🪇	maracas	maracas
🪈	flute	flute
🪉	harp	harp
📱	mobile_phone	mobile_phone,iphone
📲	calling	calling
☎️	telephone	telephone
📞	telephone_receiver	telephone_receiver
📟	pager	pager
📠	fax	fax,fax_machine
🔋	battery	battery
🪫	low_battery	low_battery
🔌	electric_plug	electric_plug
💻	computer	computer
🖥️	desktop	desktop,desktop_computer
🖨️	printer	printer
⌨️	keyboard	keyboard
🖱️	mouse_three_button	mouse_three_button,three_button_mouse
🖲️	trackball	trackball
💽	minidisc	minidisc,computer_disk
💾	floppy_disk	floppy_disk
💿	cd	cd,optical_disk
📀	dvd	dvd
🧮	abacus	abacus
🎥	movie_camera	movie_camera
🎞️	film_frames	film_frames
📽️	projector	projector,film_projector
🎬	clapper	clapper,clapper_board
📺	tv	tv,television
📷	camera	camera
📸	camera_with_flash	camera_with_flash
📹	video_camera	video_camera
📼	vhs	vhs,videocassette
🔍	mag	mag
🔎	mag_right	mag_right
🕯️	candle	candle
💡	bulb	bulb,light_bulb
🔦	flashlight	flashlight
🏮	izakaya_lantern	izakaya_lantern
🪔	diya_lamp	diya_lamp
📔	notebook_with_decorative_cover	notebook_with_decorative_cover
📕	closed_book	closed_book
📖	book	book,open_book
📗	green_book	green_book
📘	blue_book	blue_book
📙	orange_book	orange_book
📚	books	books
📓	notebook	notebook
📒	ledger	ledger
📃	page_with_curl	page_with_curl
📜	scroll	scroll
📄	page_facing_up	page_facing_up
📰	newspaper	newspaper
🗞️	newspaper2	newspaper2,rolled_up_newspaper
📑	bookmark_tabs	bookmark_tabs
🔖	bookmark	bookmark
🏷️	label	label
🪙	coin	coin
💰	moneybag	moneybag,money_bag
🪎	treasure_chest	treasure_chest
💴	yen	yen,yen_banknote
💵	dollar	dollar
💶	euro	euro,euro_banknote
💷	pound	pound
💸	money_with_wings	money_with_wings
💳	credit_card	credit_card
🧾	receipt	receipt
💹	chart	chart
✉️	envelope	envelope
📧	e_mail	e_mail,email
📨	incoming_envelope	incoming_envelope
📩	envelope_with_arrow	envelope_with_arrow
📤	outbox_tray	outbox_tray
📥	inbox_tray	inbox_tray
📦	package	package
📫	mailbox	mailbox
📪	mailbox_closed	mailbox_closed
📬	mailbox_with_mail	mailbox_with_mail
📭	mailbox_with_no_mail	mailbox_with_no_mail
📮	postbox	postbox
🗳️	ballot_box	ballot_box,ballot_box_with_ballot
✏️	pencil2	pencil2
✒️	black_nib	black_nib
🖋️	pen_fountain	pen_fountain,lower_left_fountain_pen,fountain_pen
🖊️	pen_ballpoint	pen_ballpoint,lower_left_ballpoint_pen,pen
🖌️	paintbrush	paintbrush,lower_left_paintbrush
🖍️	crayon	crayon,lower_left_crayon
📝	pencil	pencil,memo
💼	briefcase	briefcase
📁	file_folder	file_folder
📂	open_file_folder	open_file_folder
🗂️	dividers	dividers,card_index_dividers
📅	date	date
📆	calendar	calendar
🗒️	notepad_spiral	notepad_spiral,spiral_note_pad
🗓️	calendar_spiral	calendar_spiral,spiral_calendar_pad
📇	card_index	card_index
📈	chart_with_upwards_trend	chart_with_upwards_trend
📉	chart_with_downwards_trend	chart_with_downwards_trend
📊	bar_chart	bar_chart
📋	clipboard	clipboard
📌	pushpin	pushpin
📍	round_pushpin	round_pushpin
📎	paperclip	paperclip
🖇️	paperclips	paperclips,linked_paperclips
📏	straight_ruler	straight_ruler
📐	triangular_ruler	triangular_ruler
✂️	scissors	scissors
🗃️	card_box	card_box,card_file_box
🗄️	file_cabinet	file_cabinet
🗑️	wastebasket	wastebasket
🔒	lock	lock,locked
🔓	unlock	unlock,unlocked
🔏	lock_with_ink_pen	lock_with_ink_pen
🔐	closed_lock_with_key	closed_lock_with_key
🔑	key	key
🗝️	key2	key2,old_key
🔨	hammer	hammer
🪓	axe	axe
⛏️	pick	pick
⚒️	hammer_pick	hammer_pick,hammer_and_pick
🛠️	tools	tools,hammer_and_wrench
🗡️	dagger	dagger,dagger_knife
⚔️	crossed_swords	crossed_swords
💣	bomb	bomb
🪃	boomerang	boomerang
🏹	bow_and_arrow	bow_and_arrow,archery
🛡️	shield	shield
🪚	carpentry_saw	carpentry_saw
🔧	wrench	wrench
🪛	screwdriver	screwdriver
🔩	nut_and_bolt	nut_and_bolt
⚙️	gear	gear
🗜️	compression	compression,clamp
⚖️	scales	scales,balance_scale
🦯	probing_cane	probing_cane
🔗	link	link
⛓️‍💥	broken_chain	broken_chain
⛓️	chains	chains
🪝	hook	hook
🧰	toolbox	toolbox
🧲	magnet	magnet
🪜	ladder	ladder
🪏	shovel	shovel
⚗️	alembic	alembic
🧪	test_tube	test_tube
🧫	petri_dish	petri_dish
🧬	dna	dna
🔬	microscope	microscope
🔭	telescope	telescope
📡	satellite	satellite
💉	syringe	syringe
🩸	drop_of_blood	drop_of_blood
💊	pill	pill
🩹	adhesive_bandage	adhesive_bandage
🩼	crutch	crutch
🩺	stethoscope	stethoscope
🩻	x_ray	x_ray
🚪	door	door
🛗	elevator	elevator
🪞	mirror	mirror
🪟	window	window
🛏️	bed	bed
🛋️	couch	couch,couch_and_lamp
🪑	chair	chair
🚽	toilet	toilet
🪠	plunger	plunger
🚿	shower	shower
🛁	bathtub	bathtub
🪤	mouse_trap	mouse_trap
🪒	razor	razor
🧴	squeeze_bottle	squeeze_bottle,lotion_bottle
🧷	safety_pin	safety_pin
🧹	broom	broom
🧺	basket	basket
🧻	roll_of_paper	roll_of_paper
🪣	bucket	bucket
🧼	soap	soap
🫧	bubbles	bubbles
🪥	toothbrush	toothbrush
🧽	sponge	sponge
🧯	fire_extinguisher	fire_extinguisher
🛒	shopping_cart	shopping_cart,shopping_trolley
🚬	smoking	smoking,cigarette
⚰️	coffin	coffin
🪦	headstone	headstone
⚱️	urn	urn,funeral_urn
🧿	nazar_amulet	nazar_amulet
🪬	hamsa	hamsa
🗿	moyai	moyai,moai
🪧	placard	placard
🪪	identification_card	identification_card
🏧	atm	atm
🚮	put_litter_in_its_place	put_litter_in_its_place
🚰	potable_water	potable_water
♿	wheelchair	wheelchair
🚹	mens	mens,mens_room
🚺	womens	womens,womens_room
🚻	restroom	restroom
🚼	baby_symbol	baby_symbol
🚾	wc	wc,water_closet
🛂	passport_control	passport_control
🛃	customs	customs
🛄	baggage_claim	baggage_claim
🛅	left_luggage	left_luggage
⚠️	warning	warning
🚸	children_crossing	children_crossing
⛔	no_entry	no_entry
🚫	no_entry_sign	no_entry_sign,prohibited
🚳	no_bicycles	no_bicycles
🚭	no_smoking	no_smoking
🚯	do_not_litter	do_not_litter,no_littering
🚱	non_potable_water	non_potable_water
🚷	no_pedestrians	no_pedestrians
📵	no_mobile_phones	no_mobile_phones
🔞	underage	underage
☢️	radioactive	radioactive,radioactive_sign
☣️	biohazard	biohazard,biohazard_sign
⬆️	arrow_up	arrow_up,up_arrow
↗️	arrow_upper_right	arrow_upper_right
➡️	arrow_right	arrow_right,right_arrow
↘️	arrow_lower_right	arrow_lower_right
⬇️	arrow_down	arrow_down,down_arrow
↙️	arrow_lower_left	arrow_lower_left
⬅️	arrow_left	arrow_left,left_arrow
↖️	arrow_upper_left	arrow_upper_left,up_left_arrow
↕️	arrow_up_down	arrow_up_down,up_down_arrow
↔️	left_right_arrow	left_right_arrow
↩️	leftwards_arrow_with_hook	leftwards_arrow_with_hook
↪️	arrow_right_hook	arrow_right_hook
⤴️	arrow_heading_up	arrow_heading_up
⤵️	arrow_heading_down	arrow_heading_down
🔃	arrows_clockwise	arrows_clockwise
🔄	arrows_counterclockwise	arrows_counterclockwise
🔙	back	back,back_arrow
🔚	end	end,end_arrow
🔛	on	on,on_arrow
🔜	soon	soon,soon_arrow
🔝	top	top,top_arrow
🛐	place_of_worship	place_of_worship,worship_symbol
⚛️	atom	atom,atom_symbol
🕉️	om_symbol	om_symbol
✡️	star_of_david	star_of_david
☸️	wheel_of_dharma	wheel_of_dharma
☯️	yin_yang	yin_yang
✝️	cross	cross,latin_cross
☦️	orthodox_cross	orthodox_cross
☪️	star_and_crescent	star_and_crescent
☮️	peace	peace,peace_symbol
🕎	menorah	menorah
🔯	six_pointed_star	six_pointed_star
🪯	khanda	khanda
♈	aries	aries
♉	taurus	taurus
♊	gemini	gemini
♋	cancer	cancer
♌	leo	leo
♍	virgo	virgo
♎	libra	libra
♏	scorpius	scorpius,scorpio
♐	sagittarius	sagittarius
♑	capricorn	capricorn
♒	aquarius	aquarius
♓	pisces	pisces
⛎	ophiuchus	ophiuchus
🔀	twisted_rightwards_arrows	twisted_rightwards_arrows
🔁	repeat	repeat
🔂	repeat_one	repeat_one
▶️	arrow_forward	arrow_forward
⏩	fast_forward	fast_forward
⏭️	track_next	track_next,next_track
⏯️	play_pause	play_pause
◀️	arrow_backward	arrow_backward
⏪	rewind	rewind
⏮️	track_previous	track_previous,previous_track
🔼	arrow_up_small	arrow_up_small
⏫	arrow_double_up	arrow_double_up
🔽	arrow_down_small	arrow_down_small
⏬	arrow_double_down	arrow_double_down
⏸️	pause_button	pause_button,double_vertical_bar
⏹️	stop_button	stop_button
⏺️	record_button	record_button
⏏️	eject	eject,eject_symbol
🎦	cinema	cinema
🔅	low_brightness	low_brightness
🔆	high_brightness	high_brightness
📶	signal_strength	signal_strength,antenna_bars
🛜	wireless	wireless
📳	vibration_mode	vibration_mode
📴	mobile_phone_off	mobile_phone_off
♀️	female_sign	female_sign
♂️	male_sign	male_sign
⚧️	transgender_symbol	transgender_symbol
✖️	heavy_multiplication_x	heavy_multiplication_x
➕	heavy_plus_sign	heavy_plus_sign
➖	heavy_minus_sign	heavy_minus_sign
➗	heavy_division_sign	heavy_division_sign
🟰	heavy_equals_sign	heavy_equals_sign
♾️	infinity	infinity
‼️	bangbang	bangbang
⁉️	interrobang	interrobang
❓	question	question,question_mark
❔	grey_question	grey_question
❕	grey_exclamation	grey_exclamation
❗	exclamation	exclamation
〰️	wavy_dash	wavy_dash
💱	currency_exchange	currency_exchange
💲	heavy_dollar_sign	heavy_dollar_sign
⚕️	medical_symbol	medical_symbol
♻️	recycle	recycle
⚜️	fleur_de_lis	fleur_de_lis
🔱	trident	trident
📛	name_badge	name_badge
🔰	beginner	beginner
⭕	o	o
✅	white_check_mark	white_check_mark
☑️	ballot_box_with_check	ballot_box_with_check
✔️	heavy_check_mark	heavy_check_mark,check_mark
❌	x	x,cross_mark
❎	negative_squared_cross_mark	negative_squared_cross_mark
➰	curly_loop	curly_loop
➿	loop	loop
〽️	part_alternation_mark	part_alternation_mark
✳️	eight_spoked_asterisk	eight_spoked_asterisk
✴️	eight_pointed_black_star	eight_pointed_black_star
❇️	sparkle	sparkle
©️	copyright	copyright,c
®️	registered	registered,r
™️	tm	tm,trade_mark
🫟	splatter	splatter
#️⃣	hash	hash
*️⃣	asterisk	asterisk,keycap_asterisk
0️⃣	zero	zero,number_0
1️⃣	one	one,number_1
2️⃣	two	two,number_2
3️⃣	three	three,number_3
4️⃣	four	four,number_4
5️⃣	five	five,number_5
6️⃣	six	six,number_6
7️⃣	seven	seven,number_7
8️⃣	eight	eight,number_8
9️⃣	nine	nine,number_9
🔟	keycap_ten	keycap_ten,number_10
🔠	capital_abcd	capital_abcd
🔡	abcd	abcd
🔢	1234	1234,input_numbers
🔣	symbols	symbols,input_symbols
🔤	abc	abc
🅰️	a	a
🆎	ab	ab
🅱️	b	b
🆑	cl	cl
🆒	cool	cool
🆓	free	free
ℹ️	information_source	information_source,information
🆔	id	id
Ⓜ️	m	m,circled_m
🆕	new	new
🆖	ng	ng
🅾️	o2	o2
🆗	ok	ok
🅿️	parking	parking
🆘	sos	sos
🆙	up	up
🆚	vs	vs
🈁	koko	koko
🈂️	sa	sa
🈷️	u6708	u6708
🈶	u6709	u6709
🈯	u6307	u6307
🉐	ideograph_advantage	ideograph_advantage
🈹	u5272	u5272
🈚	u7121	u7121
🈲	u7981	u7981
🉑	accept	accept
🈸	u7533	u7533
🈴	u5408	u5408
🈳	u7a7a	u7a7a
㊗️	congratulations	congratulations
㊙️	secret	secret
🈺	u55b6	u55b6
🈵	u6e80	u6e80
🔴	red_circle	red_circle
🟠	orange_circle	orange_circle
🟡	yellow_circle	yellow_circle
🟢	green_circle	green_circle
🔵	blue_circle	blue_circle
🟣	purple_circle	purple_circle
🟤	brown_circle	brown_circle
⚫	black_circle	black_circle
⚪	white_circle	white_circle
🟥	red_square	red_square
🟧	orange_square	orange_square
🟨	yellow_square	yellow_square
🟩	green_square	green_square
🟦	blue_square	blue_square
🟪	purple_square	purple_square
🟫	brown_square	brown_square
⬛	black_large_square	black_large_square
⬜	white_large_square	white_large_square
◼️	black_medium_square	black_medium_square
◻️	white_medium_square	white_medium_square
◾	black_medium_small_square	black_medium_small_square
◽	white_medium_small_square	white_medium_small_square
▪️	black_small_square	black_small_square
▫️	white_small_square	white_small_square
🔶	large_orange_diamond	large_orange_diamond
🔷	large_blue_diamond	large_blue_diamond
🔸	small_orange_diamond	small_orange_diamond
🔹	small_blue_diamond	small_blue_diamond
🔺	small_red_triangle	small_red_triangle
🔻	small_red_triangle_down	small_red_triangle_down
💠	diamond_shape_with_a_dot_inside	diamond_shape_with_a_dot_inside
🔘	radio_button	radio_button
🔳	white_square_button	white_square_button
